catalog_id,group,ordinal,source_name,official_url,additional_official_urls,access_structure,audience_fields,policy_notes,recommendation,priority,implementation_status,connector_id,implementation_note,verification_status,verified_at,source_document
public_institutions:062,public_institutions,62,국립여수해양기상과학관 · 전남 여수,https://science.kma.go.kr/yeosu/education/program,,K · B · R1/R4 · P1,"유아/초등/가족; 해양기상, 일정·대상·신청",K · B · R1/R4 · P1,K · B · R1/R4 · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:063,public_institutions,63,국립생태원 · 충남 서천 · 생태,https://www.nie.re.kr/nieResve/pgm/eclgyEdc/list2.do?menuNo=600010,https://www.nie.re.kr/nieResve/pgm/eclgyIntrprt/list.do?menuNo=600008,"200 SSR. robots는 봇별 상이하며 Googlebot / 차단 규칙이 있어 R3로 보수 운영. 목록 공개, 예약/결제 별도","유아/초등/가족/단체; 교육·접수기간, 시간, 대상, 인원, 유/무료, 장소, 상태","B, R1/R3/R4, P1(서면 협의 전 낮은 빈도)","B, R1/R3/R4, P1(서면 협의 전 낮은 빈도)",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:064,public_institutions,64,국립생물자원관 · 인천 · 생물,https://www.nibr.go.kr/cmn/wvtex/booking/programList.do,https://www.nibr.go.kr/cmn/wvtex/booking/programCalendar.do?progrmSeCode=PSCD01,"200 SSR. robots 404(미게시). 목록·달력 공개, 신청 인증 별도, WAF 없음","어린이/청소년/가족/단체; 유형·대상·달력·회차·상태, 상세의 비용/정원","B, R1/R4, P1","B, R1/R4, P1",P1,implemented_official_dataset,odcloud_nibr_education,Uses the institution's official public-data dataset instead of HTML.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:065,public_institutions,65,국립낙동강생물자원관 · 경북 상주 · 생물,https://www.nnibr.re.kr/resve/index.do?menu_id=00000440,,"200 SSR(검증 시 정상). robots 404. 목록 공개, 본인확인/예약 별도; 과거 WAF 응답 이력이 있어 백오프 필요",유아/초등/가족/단체; 상태·대상·접수/교육기간·시간·방법·가격·달력,"B/C, R1/R4, P1","B/C, R1/R4, P1",P1,implemented_official_dataset,odcloud_nakdong_bioresource_education,Uses the institution's official public-data dataset instead of HTML.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:066,public_institutions,66,국립호남권생물자원관 · 전남 목포 · 생물,https://resve.hnibr.re.kr/index.do?menu_id=00000440,https://www.data.go.kr/data/15118328/fileData.do?recommendDataYn=Y,"목록 200 SSR. robots 200, 검색류만 차단. 공개 파일 데이터 존재, 예약 별도","유아/초등/가족/단체; 장소·프로그램·운영 시작/종료일 등, 상세의 대상·비용·정원","A, R2(데이터셋 이용조건 확인)+R4, P0","A, R2(데이터셋 이용조건 확인)+R4, P0",P0,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:067,public_institutions,67,국립중앙과학관 · 대전,https://rsvn.science.go.kr/nsm/edcarsvn/edcarsvnList,,"200 SSR + 공개 edcarsvnListAjax. robots 404. 목록 공개, 신청 별도",초등/가족/단체; 상태·접수/교육일·대상·정원·장소·비용,"A, R1/R4, P0","A, R1/R4, P0",P0,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:068,public_institutions,68,국립과천과학관 · 경기 과천,https://www.sciencecenter.go.kr/edu/user/edu/eduList.do,,200. robots 404. 목록 공개지만 예약·결제는 자녀 계정 로그인; 일부 내부 JSON은 NetFunnel/검증 의존,"유아/초등/중고등/가족; 접수·교육기간, 대상학년, 비용, 정원, 상태","B/C, R1/R4, P1; SSR만 수집하고 NetFunnel 우회 금지","B/C, R1/R4, P1; SSR만 수집하고 NetFunnel 우회 금지",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:069,public_institutions,69,국립광주과학관 · 광주,https://www.sciencecenter.or.kr/kor/edu/index.do?menuId=285_317,,"200 SSR. robots Allow:/. 목록 공개, 신청 로그인/결제 별도",유아/초등/가족/단체; 교육/접수기간·대상·비용·정원·상태,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:070,public_institutions,70,국립대구과학관 · 대구,https://www.dnsm.or.kr/reservation/list.do?searchMenuId=10000000760,,HTTP 200이나 자동 요청에 브라우저 지문 검사 스크립트만 주는 경우가 있음. robots 200 규칙 없음. 신청 별도,유아/초등/가족/단체; 일정·대상·정원·비용·상태,"C, R3/R4, P2; 공식 허용/API 문의 전 자동화 보류","C, R3/R4, P2; 공식 허용/API 문의 전 자동화 보류",P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:071,public_institutions,71,국립부산과학관 · 부산,https://www.sciport.or.kr/kor/CMS/IndivCurriMgr/curriList.do?mCode=MN038,,"200 SSR. robots Disallow:/ 후 /kor/ 허용. 공개 교육 목록, 신청 별도; 간헐적 보안 차단 고려",유아/초등/가족/단체; 일정·대상·가격·회차·상태,"B/C, R1/R3/R4, P1; /kor/ 허용 범위만","B/C, R1/R3/R4, P1; /kor/ 허용 범위만",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:072,public_institutions,72,국립민속박물관 어린이박물관 · 서울,https://www.nfm.go.kr/kids/cop/bbs/selectBoardList.do?bbsId=BBSMSTR_000000000085,,200 SSR. robots는 검색 경로만 제한. 목록 공개; 일부 신청 네이버폼/별도 시스템,"유아/초등/가족/단체; 제목·접수/교육일·대상·상태, 상세의 장소·비용","B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:073,public_institutions,73,대한민국역사박물관 · 서울,https://www.much.go.kr/MUCH/contents/M03010100000.do,,"200 SSR. robots 해당 교육 경로 허용. 목록 공개, 신청 별도",초등/가족/단체; 일정·신청기간·대상·정원·장소·비용,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:074,public_institutions,74,국립고궁박물관 · 서울,https://online.gogung.go.kr/gogung/main/main.do,,"200 SSR. robots는 /cms/, /upload/ 위주 제한. 목록 공개, 신청 별도",유아/초등/가족/단체; 상태·교육/접수일·대상·정원·장소,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:075,public_institutions,75,국립농업박물관 · 경기 수원,https://www.namuk.or.kr/kr/204/subview.do,,"200 SSR. robots Allow:/. 프로그램 공개, 신청 별도",유아/초등/가족/단체; 프로그램·일정·대상·정원·비용/무료·방법,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:076,public_institutions,76,국립해양박물관 · 부산,https://www.mmk.or.kr/?folder=education&page=list&type=E&status=present,,"200 SSR. robots 교육 경로 허용. 목록 공개, 예약은 로그인","초등가족 프로그램 다수; 제목·교육기간·상태, 상세의 대상·접수·정원·비용","A/B, R1/R4, P1","A/B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:077,public_institutions,77,국립인천해양박물관 · 인천,https://www.inmm.or.kr/ko/place/education/list.do?menuSeq=3579,,"200 SSR. robots 404. 목록 공개, 신청 별도",유아/초등/가족/단체; 상태·교육/접수일·대상·정원·비용·장소,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:078,public_institutions,78,국립해양생물자원관(MABIK) · 충남 서천,https://www.mabik.re.kr/bbs/BBSMSTR_000000000331/list.do,,200 SSR. robots는 Googlebot에 /bbs/ 차단 규칙이 있어 보수적 취급. 신청은 네이버 등 외부일 수 있음,유아/초등/가족/단체; 공고일·교육일·대상·비용·신청방법,"B/C, R3/R4, P2(협의 전 수동 링크)","B/C, R3/R4, P2(협의 전 수동 링크)",P2,implemented_official_dataset,odcloud_mabik_education,Uses the institution's official public-data dataset instead of HTML.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:079,public_institutions,79,국립울진해양과학관 · 경북 울진,https://kosm.or.kr/kosm/bbs/board.do?bbsId=BSD0008,,200 SSR. robots 404(미게시). 목록 공개; 현장/전화/구글폼/공문 등 프로그램별,유아/어린이(8~13)/청소년/가족; 상태·교육/접수기간·시간·장소·정원·대상·비용·문의,"A/B, R1/R4, P1","A/B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:080,public_institutions,80,국립수목원 · 경기 포천,https://www.kna.go.kr/knaf/user/resve/selectResveCldr.do,,"200 SSR. robots 404. 공개 프로그램/달력, 신청 별도",유아/초등/가족/단체; 프로그램·일정·대상·정원·비용·상태,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:081,public_institutions,81,국립어린이청소년도서관 · 서울,https://www.nlcy.go.kr/NLCY/contents/C20100000000.do,,"200 SSR. robots 404. 목록 공개, 신청 별도",유아/초등/청소년/가족; 상태·대상·접수기간·일시·장소·신청/정원,"A, R1/R4, P0/P1","A, R1/R4, P0/P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:082,public_institutions,82,서울특별시교육청 어린이도서관 · 서울,https://childlib.sen.go.kr/childlib/module/teach/index.do?menu_idx=15&searchCate1=16,,200 SSR. robots User-agent:* Disallow:/이므로 자동수집 금지. 에버러닝/로그인 신청,유아/초등/학부모; 강좌·기간·대상·정원·접수상태·비용,"C, R3/R4, P2; 수동 큐레이션/기관 협의","C, R3/R4, P2; 수동 큐레이션/기관 협의",P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:083,public_institutions,83,국립세종도서관 · 세종,https://sejong.nl.go.kr/html/c3/c320.jsp?codeId=PRO011&menuId=O362&upperMenuId=O300,,"200 SSR. robots는 /search/만 제한. 목록 공개, 신청 로그인 가능",어린이/가족/전연령; 제목·기간·접수·대상·정원·장소·비용,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:084,public_institutions,84,부산광역시립시민도서관 · 부산,https://home.pen.go.kr/yeyak/edu/lib/selectEduList.do?srchRsSysId=siminlib&mi=14554,,"200 SSR. robots 200 공용 규칙. 목록 공개, 신청 통합예약/로그인",어린이/가족; 강좌·행사일·대상·정원·비용·신청기간,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:085,public_institutions,85,서울특별시농업기술센터 · 서울,https://agro.seoul.go.kr/archives/category/education,,robots Allow:/(파일/검색 제외). 현재 HTTPS 요청은 ?refresh로 302되는 경우가 있어 최종 응답 모니터링. 이메일/서울시예약 신청 혼재,"초등/가족/시민; 교육·모집기간, 방식, 대상, 비용, 장소, 연락처","B/C, R1/R4, P2","B/C, R1/R4, P2",P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:086,public_institutions,86,인천광역시농업기술센터 · 인천,https://www.incheon.go.kr/agro/AGRO030301,,200 SSR. robots 404. 목록 공개; 인천 통합예약 로그인 신청,어린이/가족/시민; 모집/교육일·대상·인원·비용·장소·방법,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:087,public_institutions,87,울산광역시농업기술센터 · 울산,https://www.ulsan.go.kr/s/atc/education/1058.ulsan?mId=001006003000000000,,"200 SSR. robots 해당 경로 허용. 목록 공개, 온라인 신청 별도",어린이/가족/시민; 대상·정원·장소·교육/접수일·비용·상태,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:088,public_institutions,88,청주시농업기술센터 · 충북 청주,https://www.cheongju.go.kr/nongup/selectBbsNttList.do?bbsNo=510&integrDeptCode=000100154&key=17211,,200 SSR. robots Allow:/. 목록 공개; 첨부 신청서/전화/온라인 혼재,어린이/가족/시민; 공고일·운영일·대상·비용·장소·신청방법,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:089,public_institutions,89,서귀포농업기술센터 · 제주,https://agri.jeju.go.kr/seogwipo/notice/notice.htm,,200 SSR. robots에 /*/notice/ 차단 규칙이 있어 자동수집 금지. 신청 온라인/전화 혼재,어린이/가족/시민; 모집/교육일·대상·정원·비용·장소,"C, R3/R4, P2; 기관 협의/공식 API 우선","C, R3/R4, P2; 기관 협의/공식 API 우선",P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
public_institutions:090,public_institutions,90,수원시농업기술센터 · 경기 수원,https://www.suwon.go.kr/web/board/BD_board.list.do?bbsCd=1266,,"200 SSR. robots는 민원·검색 등만 제한. 목록 공개, 신청 경로 프로그램별",어린이/가족/시민; 제목·모집/교육일·대상·정원·비용·장소,"B, R1/R4, P1","B, R1/R4, P1",P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/public-institutions.md
private_brands:001,private_brands,1,삼성전자 · 수원 · Samsung Innovation Museum 어린이 교육,https://samsunginnovationmuseum.com/ko/reserve/edu/academyList.do,,JSON 공개: selectShowList.json; 교육/신청 기간·대상·상태·잔여,"공식 관람/교육 안내상 무료, 어린이·가족",robots R-N/T-0; 예약만 로그인. 응답의 IP·세션·사용자 필드는 반드시 폐기,allowlist · P0,P0,implemented_opt_in,samsung_innovation_education,Public facts-only JSON; disabled by default.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:002,private_brands,2,현대자동차 · 고양 · 키즈 워크숍,https://motorstudio.hyundai.com/goyang/cotn/exp/kidsWorkShop.do?strgCd=01,,HTML 공개: 반복 프로그램 카드와 예약 코드,"공식 카드 기준 6~13세, 8천~3.3만원","robots R-A/T-0; 공개 GET만, 예약 함수 미호출",allowlist · P0,P0,implemented_opt_in,hyundai_motorstudio_goyang_kids,Public program cards only; disabled by default.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:003,private_brands,3,현대자동차 · 서울 · Motorstudio Seoul,https://motorstudio.hyundai.com/seoul/ln/main.do?strgCd=02,,static HTML; 현재 어린이 반복 모집 목록은 별도 확인 필요,"전시/브랜드 체험, 회차별 대상·비용 확인",robots R-X/T-0; /ln/ 차단이므로 자동수집 금지,deny · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:004,private_brands,4,현대자동차 · 부산 · Motorstudio Busan,https://motorstudio.hyundai.com/busan/ln/main.do?strgCd=05,,static HTML; 전시/행사 소개 중심,가족 관람 가능 여부·비용은 행사별 확인,robots R-X/T-0; /ln/ 차단,deny · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:005,private_brands,5,기아 · 서울 · Kia360 체험,https://www.kia.com/kr/experience/flagship/kia360/experience,,"static/HTML; 상설 전시와 예약 안내, 반복 어린이 목록 없음",전 연령 브랜드 체험; 비용은 개별 페이지 확인,"robots R-A/T-0; 마이페이지 차단, 예약 흐름 제외",metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:006,private_brands,6,BMW · 인천 영종 · Junior Campus,https://driving-center.bmw.co.kr/useAmount/view,,HTML 요금/프로그램 표; 일정은 예약 시스템,"초등 대상, 공식 요금표 1만·1.2만·1.6만원",robots R-N/T-1; BMW OneID 로그인 이후는 수집 금지,metadata-only · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:007,private_brands,7,롯데웰푸드 · 서울 마곡 · SweetPark 개인 예약 달력,https://sweetpark.lotternd.com/kor/schedule/sweet__schedule.html,,HTML 공개 월간 캘린더·회차·잔여/마감,공식 안내상 무료; 2026년 기준 출생연도 2017~2021,robots R-N/T-0; 달력 GET까지만,allowlist · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:008,private_brands,8,풀무원 · 서울 인사동 · 뮤지엄김치간 어린이김치학교,https://kimchikan.com/rsv/info,,JSON 공개 프로그램·달력·회차·잔여,"6~13세 프로그램, 어린이 무료·보호자 5천원","robots R-A/T-0; /admin/ 차단, 예약 개인정보 입력 제외",allowlist · P0,P0,implemented_opt_in,museum_kimchikan_children,Public program and calendar JSON only; disabled by default.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:009,private_brands,9,하림산업 · 전북 익산 · First Kitchen Tour,https://www.harim-foods.com/theme/s007/index/tour.php,,공식 투어 소개/신청 페이지는 존재하나 검증 환경에서 403,인원·대상·비용은 공식 신청 화면에서 확인,robots R-W/T-1; WAF 우회 금지,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:010,private_brands,10,서울우유 · 경기 양주 · 공장견학,https://tour.seoulmilk.co.kr/tour/visit_01.php?int_place=1,,"HTML 견학안내·신청, 장소 파라미터 int_place=1",단체 중심; 공식 페이지에서 정원/운영일 확인,robots R-N/T-1; 신청/개인정보 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:011,private_brands,11,서울우유 · 경남 거창 · 공장견학,https://tour.seoulmilk.co.kr/tour/visit_01.php?int_place=2,,HTML; 거창군 산업관광 연계 안내,단체 중심; 비용·대상은 공식 연계 페이지 확인,robots R-N/T-1; 신청 흐름 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:012,private_brands,12,오뚜기 · 충북 음성 · 대풍공장 견학,https://www.otoki.com/brand/factory-tour,,HTML 공개; 검증일 현재 “마감” 표시,모집 때 대상/비용 재확인,robots R-N/T-0; 마감 상태 감시만,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:013,private_brands,13,POSCO · 경북 포항 · Park1538 공식 안내,https://www.posco.com/homepage/docs/kor7/jsp/common/posco/s91a1000011c.jsp,,POSCO 공식 안내는 공개; 전용 예약 도메인은 검증 환경 연결 실패,전 연령 문화·철 체험; 예약 조건 확인,robots R-W/T-1; 전용 사이트 우회 금지,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:014,private_brands,14,POSCO · 전남 광양 · Park1538 Gwangyang 공식 소개,https://newsroom.posco.com/en/gwangyang-once-the-city-of-steel-reborn-as-a-premium-cultural-city-with-the-opening-of-park1538-gwangyang/,,공식 기업 뉴스/시설 소개; 반복 모집 피드는 미확인,"가족/일반 관람, 세부 예약 조건 확인",전용 robots R-W/T-1,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:015,private_brands,15,LG · 서울 마곡 · LG Discovery Lab 프로그램,https://www.lgdlab.or.kr/program-all,,"SPA/HTML 공개 목록, 장소·학년 필터","공식 안내상 무료; 다수 과정은 중학생 이상, 초6 과정만 선별",robots R-A/T-0; 지원/예약 계정 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:016,private_brands,16,LG · 부산 · LG Discovery Lab 프로그램,https://www.lgdlab.or.kr/program-all,,같은 목록에서 부산 장소 필터,공식 안내상 무료; 학년 조건 엄격,robots R-A/T-0; 서울과 공통 어댑터,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:017,private_brands,17,넥슨 · 제주 · Nexon Computer Museum 프로그램,https://www.nexonmuseum.org/ko/program,,React/SPA 공개 목록; 공식 프로그램/공지,현재 공개 프로그램은 단체 도슨트 비중이 큼; 비용은 상세 확인,"robots R-A/T-0; 번들 내 헤더/키 노출 금지, 브라우저 렌더링 우선",metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:018,private_brands,18,넷마블 · 서울 구로 · Netmarble Game Museum 공식 소식,https://ch.netmarble.com/ESG/Detail?bbs_code=1010&post_seq=6687,,공식 뉴스 HTML; 독립 반복 모집 목록은 미확인,"가족 관람/기획전, 비용·예약은 박물관 공식 안내 확인","robots R-A/T-0; 기사 감시만, 전시 DB 복제 금지",metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:019,private_brands,19,우리금융 · 서울 · 우리은행 은행사박물관,https://www.woorimuseum.com/wbm/main.do,,레거시 .do HTML; 어린이 금융교육/공지 여부 감시,공식 사회공헌 안내의 무료 금융교육 후보; 부모 직접 신청 여부 재확인,robots R-N/T-0,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:020,private_brands,20,신한금융 · 서울 · 한국금융사박물관/교육 공식 소개,https://www.shinhangroup.com/kr/archive/business/detail/352,,기업 아카이브 HTML; 별도 회차 목록 미확인,"공식 소개상 무료·전 연령, 어린이 프로그램 포함",robots R-A/T-P; 자동수집보다 공식 교육 일정 피드 문의 우선,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:021,private_brands,21,오설록 · 제주 · Tea Museum·체험 프로그램,https://www.osulloc.com/kr/ko/store-introduction/jeju-map,,상설시설 HTML과 외부 예약 링크; 반복 공개 목록은 미확인,"가족/일반, 체험별 유료",robots R-A/T-1; 마이페이지·쇼핑·예약 데이터 제외,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:022,private_brands,22,현대백화점그룹 · 경기 판교 · 현대어린이책미술관 교육,https://www.hmoka.org/programs/exhibition/list.do?st_cd=480,,JSON 공개 POST data.do; 교육명·기간·대상·장소·요금·상태,"6세~초6, 공식 목록에 2만원대 프로그램 다수","robots R-A/T-0; 공개 검색 POST만, 신청 제외",allowlist · P1,P1,implemented_opt_in,hmoka_programs,Public list POST only; policy review required before operation.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:023,private_brands,23,삼성문화재단 · 서울 · 리움 프로그램,https://www.leeumhoam.org/leeum/edu/program,,JSON 공개 목록 + 상세 EditorJS; 키즈 필터,"공식 키즈랩 무료 사례, 초3~4 등 회차별","robots R-N/T-0; 예약 로그인 제외, 상태와 종료일 교차검증",allowlist · P1,P1,implemented_opt_in,leeum_hoam_programs,Unified public-list parser; private source approval remains explicit.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:024,private_brands,24,삼성문화재단 · 경기 용인 · 호암 어린이 프로그램,https://www.leeumhoam.org/leeum/edu/program,,리움 통합 목록에 호암 장소 프로그램 포함; 상세 URL은 /hoam/program/{id},공식 상세의 무료 어린이+보호자 사례,robots R-N/T-0; 장소 필드로 분리,allowlist · P1,P1,implemented_opt_in,leeum_hoam_programs,Unified parser separates venues; private source approval remains explicit.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:025,private_brands,25,대림문화재단 · 서울 성동 · D MUSEUM 교육,https://www.daelimmuseum.org/learn/education/home,,공개 api.daelimmuseum.org/v1/program/learn/* JSON,"공식 목록 사례: 4~10세 3만원, 단체 4~13세 2만원",robots R-N/T-0; 결제/예약 제외,allowlist · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:026,private_brands,26,대림문화재단 · 서울 종로 · 대림미술관 교육,https://www.daelimmuseum.org/learn/education/home,,"D MUSEUM과 같은 공개 API, eduPlace로 장소 분리",어린이/가족 여부·요금은 회차별,robots R-N/T-0,allowlist · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:027,private_brands,27,아모레퍼시픽 · 서울 용산 · APMA PROGRAM,https://apma.amorepacific.com/contents/program/index.do,,HTML 공개 프로그램 목록/상세,검증일 목록은 일반/전문가 프로그램 중심; 어린이 키워드만 감시,"robots R-A/T-0; /api/, /ajax/, 마이페이지 차단",metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:028,private_brands,28,롯데문화재단 · 서울 송파 · Lotte Museum 프로그램,https://www.lottemuseum.com/ko/programs/?cate=event,,HTML/SPA 공개 목록/상세,"어린이·교육 프로그램과 유료 전시, 가격은 상세별",robots R-N/T-1; L.POINT/티켓 흐름 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:029,private_brands,29,한솔문화재단 · 강원 원주 · Museum SAN 관람 안내,https://www.museumsan.org/guide/visitor,,static HTML; 교육은 공지/PDF 분산,공식 아동 관람료와 가족 프로그램은 페이지별 확인,robots R-A/T-0; 반복 모집 목록 미확인,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:030,private_brands,30,헬로우뮤지움 · 서울 성동 · 공식 홈페이지,https://hellomuseum.com/,,아임웹 HTML/공지/PDF; 어린이 전문 미술관,"어린이·가족, 비용은 프로그램별",robots R-A/T-0; 로그인/장바구니 차단,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
